Direction,ID,LEN,PLC,DATA,CRC,
"from",0x39,0x08,0xF7,"0x01 0x01 0x02 0x25 0x36 0x0C 0x01",0xDA,
"from",0x39,0x08,0xF7,"0x02 0x01 0x02 0x1B 0x3B 0x01 0x0B",0xED,
"from",0x39,0x08,0xF7,"0x03 0x01 0x02 0x16 0x39 0x05 0x05",0xE9,
"from",0x39,0x08,0xF7,"0x04 0x01 0x00 0x1F 0x0C 0x01 0x05",0xD4,
"from",0x39,0x08,0xF7,"0x05 0x01 0x02 0x1F 0x43 0x01 0x05",0x98,
"from",0x39,0x08,0xF7,"0x06 0x01 0x00 0x1F 0x41 0x01 0x05",0x9B,
"from",0x39,0x08,0xF7,"0x07 0x01 0x00 0x20 0x42 0x01 0x03",0xA0,
"from",0x39,0x08,0xF7,"0x08 0x01 0x00 0x21 0x43 0x01 0x01",0xAD,
"to",0x0A,0x06,0xF9,"0x58 0x02 0x02 0x03 0xEB",0x45,
"from",0x0D,0x02,0xFD,"0x58",0xAA,
"from",0x31,0x4E,0xB1,"0x09 0x01 0x01 0x14 0x0C 0x38 0x0A 0x00 0x00 0x00 0xFF 0x00 0x00 0x00 0x00 0x00 0xFC 0x00 0x3F 0x00 0x00 0x00 0xC0 0x03 0x00 0xC0 0x03 0x00 0x00 0x38 0x00 0x00 0x00 0x1C 0x00 0x00 0x06 0x00 0x00 0x00 0x60 0x00 0x80 0x01 0x00 0x00 0x00 0x80 0x01 0x60 0x00 0x00 0x00 0x00 0x00 0x06 0x18 0x00 0x00 0x00 0x00 0x00 0x18 0x06 0x00 0x00 0x00 0x00 0x00 0x60 0x01 0x00 0x00 0x00 0x00 0x00 0x80",0x12,
"from",0x3D,0x02,0xFD,"0x0A",0xC8,
"from",0x3D,0x02,0xFD,"0x0B",0xC9,
"from",0x07,0x02,0xFD,"0x0C",0xF4,
"to",0x0A,0x06,0xF9,"0x59 0x02 0x02 0x22 0x0A",0x84,
"from",0x0D,0x02,0xFD,"0x59",0xAB,
"to",0x08,0x02,0xFD,"0x5A",0xAD,
"from",0x0D,0x02,0xFD,"0x5A",0xA8,
"to",0x0A,0x06,0xF9,"0x5B 0x02 0x00 0x14 0x0C",0xB4,
"from",0x0D,0x02,0xFD,"0x5B",0xA9,
"from",0x3D,0x02,0xFD,"0x0D",0xCF,
"from",0x3D,0x02,0xFD,"0x0E",0xCC,
"to",0x0A,0x06,0xF9,"0x5C 0x02 0x00 0x0F 0x0E",0xAA,
"from",0x0D,0x02,0xFD,"0x5C",0xAE,
"from",0x3D,0x02,0xFD,"0x0F",0xCD,
"from",0x39,0x08,0xF7,"0x10 0x01 0x02 0x18 0x0D 0x37 0xB0",0x47,
"from",0x39,0x08,0xF7,"0x11 0x01 0x02 0x14 0x17 0x23 0x04",0xF0,
"from",0x39,0x08,0xF7,"0x12 0x01 0x02 0xC8 0x17 0x23 0x04",0x2F,
"from",0x39,0x08,0xF7,"0x13 0x01 0x00 0x1D 0x0C 0x01 0xA5",0x61,
"from",0x39,0x08,0xF7,"0x14 0x01 0x00 0x1D 0x43 0x01 0xA5",0x29,
"from",0x31,0x4E,0xB1,"0x15 0x01 0x01 0xC2 0x0C 0x38 0x0A 0x01 0x00 0x00 0x00 0x00 0x00 0x80 0x06 0x00 0x00 0x00 0x00 0x00 0x60 0x18 0x00 0x00 0x00 0x00 0x00 0x18 0x60 0x00 0x00 0x00 0x00 0x00 0x06 0x80 0x01 0x00 0x00 0x00 0x80 0x01 0x00 0x06 0x00 0x00 0x00 0x60 0x00 0x00 0x38 0x00 0x00 0x00 0x1C 0x00 0x00 0xC0 0x03 0x00 0xC0 0x03 0x00 0x00 0x00 0xFC 0x00 0x3F 0x00 0x00 0x00 0x00 0x00 0xFF 0x00 0x00 0x00",0xD8,
"from",0x39,0x08,0xF7,"0x16 0x01 0x02 0x26 0x0F 0x0C 0x5D",0xAB,
"from",0x31,0x0D,0xF2,"0x17 0x01 0x00 0x27 0x11 0x07 0x05 0x3F 0x40 0x40 0x40 0x3F",0xAC,
"from",0x31,0x0D,0xF2,"0x18 0x01 0x00 0x2D 0x13 0x07 0x05 0x7F 0x11 0x11 0x11 0x0E",0x8B,
"from",0x31,0x0D,0xF2,"0x19 0x01 0x00 0x33 0x11 0x07 0x05 0x38 0x44 0x44 0x44 0x7F",0xF5,
"from",0x31,0x0D,0xF2,"0x1A 0x01 0x00 0x39 0x13 0x05 0x05 0x0E 0x11 0x11 0x1F 0x10",0xFE,
"from",0x31,0x0C,0xF3,"0x1B 0x01 0x00 0x3F 0x11 0x07 0x04 0x04 0x3F 0x44 0x40",0xC6,
"from",0x31,0x0D,0xF2,"0x1C 0x01 0x00 0x44 0x13 0x05 0x05 0x0E 0x15 0x15 0x15 0x06",0x99,
"from",0x31,0x0A,0xF5,"0x1D 0x01 0x00 0x4A 0x0F 0x07 0x02 0x00 0x00",0x92,
"from",0x31,0x0D,0xF2,"0x1E 0x01 0x00 0x4D 0x13 0x05 0x05 0x12 0x15 0x15 0x15 0x08",0x80,
"from",0x31,0x0C,0xF3,"0x1F 0x01 0x00 0x53 0x11 0x07 0x04 0x04 0x3F 0x44 0x40",0xAE,
"from",0x31,0x0D,0xF2,"0x20 0x01 0x00 0x58 0x13 0x05 0x05 0x0E 0x11 0x11 0x1F 0x10",0xA5,
"from",0x31,0x0C,0xF3,"0x21 0x01 0x00 0x5E 0x11 0x07 0x04 0x04 0x3F 0x44 0x40",0x9D,
"from",0x31,0x09,0xF6,"0x22 0x01 0x00 0x63 0x11 0x07 0x01 0x7D",0xE4,
"from",0x31,0x0D,0xF2,"0x23 0x01 0x00 0x65 0x13 0x05 0x05 0x0E 0x11 0x11 0x11 0x0E",0x8B,
"from",0x31,0x0D,0xF2,"0x24 0x01 0x00 0x6B 0x13 0x05 0x05 0x1F 0x01 0x01 0x01 0x1E",0x93,
"from",0x31,0x0A,0xF5,"0x25 0x01 0x00 0x71 0x0F 0x07 0x02 0x00 0x00",0x91,
"from",0x31,0x09,0xF6,"0x26 0x01 0x00 0x74 0x11 0x07 0x01 0x7F",0xF5,
"from",0x31,0x09,0xF6,"0x27 0x01 0x00 0x76 0x11 0x07 0x01 0x7D",0xF4,
"from",0x31,0x0D,0xF2,"0x28 0x01 0x00 0x78 0x13 0x05 0x05 0x12 0x15 0x15 0x15 0x08",0x83,
"from",0x31,0x0C,0xF3,"0x29 0x01 0x00 0x7E 0x11 0x07 0x04 0x04 0x3F 0x44 0x40",0xB5,
"from",0x39,0x08,0xF7,"0x2A 0x01 0x02 0x25 0x0F 0x0C 0x01",0xC8,
"from",0x39,0x08,0xF7,"0x2B 0x01 0x02 0x1B 0x14 0x01 0x0B",0xEB,
"from",0x39,0x08,0xF7,"0x2C 0x01 0x02 0x16 0x12 0x05 0x05",0xED,
"from",0x39,0x08,0xF7,"0x2D 0x01 0x02 0x26 0x1C 0x0C 0x1C",0xC2,
"from",0x31,0x0D,0xF2,"0x2E 0x01 0x00 0x27 0x1E 0x07 0x05 0x26 0x49 0x49 0x49 0x32",0x87,
"from",0x31,0x0D,0xF2,"0x2F 0x01 0x00 0x2D 0x1E 0x07 0x05 0x7F 0x09 0x19 0x29 0x46",0xD1,
"from",0x31,0x0D,0xF2,"0x30 0x01 0x00 0x33 0x1E 0x07 0x05 0x3E 0x41 0x41 0x41 0x3E",0x91,
"from",0x31,0x0A,0xF5,"0x31 0x01 0x00 0x39 0x1C 0x07 0x02 0x00 0x00",0xDE,
"from",0x31,0x0D,0xF2,"0x32 0x01 0x00 0x3C 0x1E 0x07 0x05 0x00 0x42 0x7F 0x40 0x00",0xA0,
"from",0x39,0x08,0xF7,"0x33 0x01 0x02 0x25 0x1C 0x0C 0x01",0xC2,
"from",0x39,0x08,0xF7,"0x34 0x01 0x02 0x1B 0x21 0x01 0x0B",0xC1,
"from",0x39,0x08,0xF7,"0x35 0x01 0x02 0x13 0x1F 0x05 0x08",0xF1,
"from",0x39,0x08,0xF7,"0x36 0x01 0x00 0x26 0x29 0x0C 0x18",0xEA,
"from",0x31,0x0D,0xF2,"0x37 0x01 0x02 0x27 0x2B 0x07 0x05 0x1F 0x20 0x40 0x20 0x1F",0xB4,
"from",0x31,0x0C,0xF3,"0x38 0x01 0x02 0x2D 0x2B 0x07 0x04 0x7F 0x40 0x40 0x40",0xCF,
"from",0x31,0x0D,0xF2,"0x39 0x01 0x02 0x32 0x2B 0x07 0x05 0x7F 0x04 0x08 0x10 0x7F",0xF3,
"from",0x31,0x0D,0xF2,"0x3A 0x01 0x02 0x38 0x2B 0x07 0x05 0x7E 0x09 0x09 0x09 0x7E",0xEF,
"from",0x39,0x08,0xF7,"0x3B 0x01 0x02 0x25 0x29 0x0C 0x01",0xFF,
"from",0x39,0x08,0xF7,"0x3C 0x01 0x00 0x1B 0x2E 0x01 0x0A",0xC5,
"from",0x31,0x10,0xEF,"0x3D 0x01 0x01 0x13 0x2C 0x05 0x08 0x0E 0x1F 0x1F 0x1F 0x0E 0x04 0x04 0x04",0xDA,
"from",0x31,0x4E,0xB1,"0x3E 0x01 0x01 0x14 0x0C 0x38 0x0A 0x00 0x00 0x00 0xFF 0x00 0x00 0x00 0x00 0x00 0xFC 0x00 0x3F 0x00 0x00 0x00 0xC0 0x03 0x00 0xC0 0x03 0x00 0x00 0x38 0x00 0x00 0x00 0x1C 0x00 0x00 0x06 0x00 0x00 0x00 0x60 0x00 0x80 0x01 0x00 0x00 0x00 0x80 0x01 0x60 0x00 0x00 0x00 0x00 0x00 0x06 0x18 0x00 0x00 0x00 0x00 0x00 0x18 0x06 0x00 0x00 0x00 0x00 0x00 0x60 0x01 0x00 0x00 0x00 0x00 0x00 0x80",0x25,
"from",0x39,0x08,0xF7,"0x3F 0x01 0x02 0x26 0x36 0x0C 0x1C",0xFA,
"from",0x31,0x0D,0xF2,"0x40 0x01 0x00 0x27 0x38 0x07 0x05 0x7F 0x41 0x41 0x41 0x3E",0x92,
"from",0x31,0x0C,0xF3,"0x41 0x01 0x00 0x2D 0x38 0x07 0x04 0x7F 0x49 0x49 0x41",0xA6,
"from",0x31,0x0D,0xF2,"0x42 0x01 0x00 0x32 0x38 0x07 0x05 0x1F 0x20 0x40 0x20 0x1F",0xC5,
"from",0x31,0x0B,0xF4,"0x43 0x01 0x00 0x38 0x38 0x07 0x03 0x41 0x7F 0x41",0xF7,
"from",0x31,0x0D,0xF2,"0x44 0x01 0x00 0x3C 0x38 0x07 0x05 0x7F 0x04 0x08 0x10 0x7F",0x91,
"from",0x39,0x08,0xF7,"0x45 0x01 0x02 0x25 0x36 0x0C 0x01",0x9E,
"from",0x39,0x08,0xF7,"0x46 0x01 0x02 0x1B 0x3B 0x01 0x0B",0xA9,
"from",0x39,0x08,0xF7,"0x47 0x01 0x02 0x16 0x39 0x05 0x05",0xAD,
"from",0x39,0x08,0xF7,"0x48 0x01 0x00 0x1F 0x0C 0x01 0x05",0x98,
"from",0x39,0x08,0xF7,"0x49 0x01 0x02 0x1F 0x43 0x01 0x05",0xD4,
"from",0x39,0x08,0xF7,"0x4A 0x01 0x00 0x1F 0x41 0x01 0x05",0xD7,
"from",0x39,0x08,0xF7,"0x4B 0x01 0x00 0x20 0x42 0x01 0x03",0xEC,
"from",0x39,0x08,0xF7,"0x4C 0x01 0x00 0x21 0x43 0x01 0x01",0xE9,
"to",0x0A,0x06,0xF9,"0x5D 0x02 0x00 0x41 0x14",0xFF,
"from",0x0D,0x02,0xFD,"0x5D",0xAF,
"to",0x0A,0x06,0xF9,"0x5E 0x02 0x02 0xDF 0x3F",0x4B,
"from",0x0D,0x02,0xFD,"0x5E",0xAC,
"from",0x31,0x4E,0xB1,"0x4D 0x01 0x01 0x14 0x0C 0x38 0x0A 0x00 0x00 0x00 0xFF 0x00 0x00 0x00 0x00 0x00 0xFC 0x00 0x3F 0x00 0x00 0x00 0xC0 0x03 0x00 0xC0 0x03 0x00 0x00 0x38 0x00 0x00 0x00 0x1C 0x00 0x00 0x06 0x00 0x00 0x00 0x60 0x00 0x80 0x01 0x00 0x00 0x00 0x80 0x01 0x60 0x00 0x00 0x00 0x00 0x00 0x06 0x18 0x00 0x00 0x00 0x00 0x00 0x18 0x06 0x00 0x00 0x00 0x00 0x00 0x60 0x01 0x00 0x00 0x00 0x00 0x00 0x80",0x56,
"from",0x3D,0x02,0xFD,"0x4E",0x8C,
"from",0x3D,0x02,0xFD,"0x4F",0x8D,
"from",0x53,0x03,0xFC,"0x50 0x01",0xFD,
"to",0x0A,0x06,0xF9,"0x5F 0x02 0x01 0x0A 0x4F",0xEC,
"from",0x0D,0x02,0xFD,"0x5F",0xAD,
"from",0x3D,0x02,0xFD,"0x51",0x93,
"from",0x3D,0x02,0xFD,"0x52",0x90,
"to",0x0A,0x06,0xF9,"0x60 0x02 0x00 0x15 0x52",0xD0,
"from",0x0D,0x02,0xFD,"0x60",0x92,
"from",0x55,0x04,0xFB,"0x53 0x0A 0x3C",0xCF,
"from",0x3D,0x02,0xFD,"0x54",0x96,
"to",0x0A,0x06,0xF9,"0x61 0x02 0x00 0x0C 0x53",0xC9,
"from",0x0D,0x02,0xFD,"0x61",0x93,
"to",0x0A,0x06,0xF9,"0x62 0x02 0x00 0x0A 0x54",0xCB,
"from",0x0D,0x02,0xFD,"0x62",0x90,
"from",0x39,0x08,0xF7,"0x55 0x01 0x02 0x18 0x0D 0x37 0xB0",0x02,
"from",0x39,0x08,0xF7,"0x56 0x01 0x02 0x14 0x17 0x23 0x04",0xB7,
"from",0x39,0x08,0xF7,"0x57 0x01 0x02 0xC8 0x17 0x23 0x04",0x6A,
"from",0x39,0x08,0xF7,"0x58 0x01 0x00 0x1D 0x0C 0x01 0xA5",0x2A,
"from",0x39,0x08,0xF7,"0x59 0x01 0x00 0x1D 0x43 0x01 0xA5",0x64,
"from",0x31,0x4E,0xB1,"0x5A 0x01 0x01 0xC2 0x0C 0x38 0x0A 0x01 0x00 0x00 0x00 0x00 0x00 0x80 0x06 0x00 0x00 0x00 0x00 0x00 0x60 0x18 0x00 0x00 0x00 0x00 0x00 0x18 0x60 0x00 0x00 0x00 0x00 0x00 0x06 0x80 0x01 0x00 0x00 0x00 0x80 0x01 0x00 0x06 0x00 0x00 0x00 0x60 0x00 0x00 0x38 0x00 0x00 0x00 0x1C 0x00 0x00 0xC0 0x03 0x00 0xC0 0x03 0x00 0x00 0x00 0xFC 0x00 0x3F 0x00 0x00 0x00 0x00 0x00 0xFF 0x00 0x00 0x00",0x97,
"from",0x39,0x08,0xF7,"0x5B 0x01 0x02 0x26 0x0F 0x0C 0x5D",0xE6,
"from",0x31,0x0D,0xF2,"0x5C 0x01 0x00 0x27 0x11 0x07 0x05 0x3F 0x40 0x40 0x40 0x3F",0xE7,
"from",0x31,0x0D,0xF2,"0x5D 0x01 0x00 0x2D 0x13 0x07 0x05 0x7F 0x11 0x11 0x11 0x0E",0xCE,
"from",0x31,0x0D,0xF2,"0x5E 0x01 0x00 0x33 0x11 0x07 0x05 0x38 0x44 0x44 0x44 0x7F",0xB2,
"from",0x31,0x0D,0xF2,"0x5F 0x01 0x00 0x39 0x13 0x05 0x05 0x0E 0x11 0x11 0x1F 0x10",0xBB,
"from",0x31,0x0C,0xF3,"0x60 0x01 0x00 0x3F 0x11 0x07 0x04 0x04 0x3F 0x44 0x40",0xBD,
"from",0x31,0x0D,0xF2,"0x61 0x01 0x00 0x44 0x13 0x05 0x05 0x0E 0x15 0x15 0x15 0x06",0xE4,
"from",0x31,0x0A,0xF5,"0x62 0x01 0x00 0x4A 0x0F 0x07 0x02 0x00 0x00",0xED,
"from",0x31,0x0D,0xF2,"0x63 0x01 0x00 0x4D 0x13 0x05 0x05 0x12 0x15 0x15 0x15 0x08",0xFD,
"from",0x31,0x0C,0xF3,"0x64 0x01 0x00 0x53 0x11 0x07 0x04 0x04 0x3F 0x44 0x40",0xD5,
"from",0x31,0x0D,0xF2,"0x65 0x01 0x00 0x58 0x13 0x05 0x05 0x0E 0x11 0x11 0x1F 0x10",0xE0,
"from",0x31,0x0C,0xF3,"0x66 0x01 0x00 0x5E 0x11 0x07 0x04 0x04 0x3F 0x44 0x40",0xDA,
"from",0x31,0x09,0xF6,"0x67 0x01 0x00 0x63 0x11 0x07 0x01 0x7D",0xA1,
"from",0x31,0x0D,0xF2,"0x68 0x01 0x00 0x65 0x13 0x05 0x05 0x0E 0x11 0x11 0x11 0x0E",0xC0,
"from",0x31,0x0D,0xF2,"0x69 0x01 0x00 0x6B 0x13 0x05 0x05 0x1F 0x01 0x01 0x01 0x1E",0xDE,
"from",0x31,0x0A,0xF5,"0x6A 0x01 0x00 0x71 0x0F 0x07 0x02 0x00 0x00",0xDE,
"from",0x31,0x09,0xF6,"0x6B 0x01 0x00 0x74 0x11 0x07 0x01 0x7F",0xB8,
"from",0x31,0x09,0xF6,"0x6C 0x01 0x00 0x76 0x11 0x07 0x01 0x7D",0xBF,
"from",0x31,0x0D,0xF2,"0x6D 0x01 0x00 0x78 0x13 0x05 0x05 0x12 0x15 0x15 0x15 0x08",0xC6,
"from",0x31,0x0C,0xF3,"0x6E 0x01 0x00 0x7E 0x11 0x07 0x04 0x04 0x3F 0x44 0x40",0xF2,
"from",0x39,0x08,0xF7,"0x6F 0x01 0x02 0x25 0x0F 0x0C 0x01",0x8D,
"from",0x39,0x08,0xF7,"0x70 0x01 0x02 0x1B 0x14 0x01 0x0B",0xB0,
"from",0x39,0x08,0xF7,"0x71 0x01 0x02 0x16 0x12 0x05 0x05",0xB0,
"from",0x39,0x08,0xF7,"0x72 0x01 0x02 0x26 0x1C 0x0C 0x1C",0x9D,
"from",0x31,0x0D,0xF2,"0x73 0x01 0x00 0x27 0x1E 0x07 0x05 0x26 0x49 0x49 0x49 0x32",0xDA,
"from",0x31,0x0D,0xF2,"0x74 0x01 0x00 0x2D 0x1E 0x07 0x05 0x7F 0x09 0x19 0x29 0x46",0x8A,
"from",0x31,0x0D,0xF2,"0x75 0x01 0x00 0x33 0x1E 0x07 0x05 0x3E 0x41 0x41 0x41 0x3E",0xD4,
"from",0x31,0x0A,0xF5,"0x76 0x01 0x00 0x39 0x1C 0x07 0x02 0x00 0x00",0x99,
"from",0x31,0x0D,0xF2,"0x77 0x01 0x00 0x3C 0x1E 0x07 0x05 0x00 0x42 0x7F 0x40 0x00",0xE5,
"from",0x39,0x08,0xF7,"0x78 0x01 0x02 0x25 0x1C 0x0C 0x01",0x89,
"from",0x39,0x08,0xF7,"0x79 0x01 0x02 0x1B 0x21 0x01 0x0B",0x8C,
"from",0x39,0x08,0xF7,"0x7A 0x01 0x02 0x13 0x1F 0x05 0x08",0xBE,
"from",0x39,0x08,0xF7,"0x7B 0x01 0x00 0x26 0x29 0x0C 0x18",0xA7,
"from",0x31,0x0D,0xF2,"0x7C 0x01 0x02 0x27 0x2B 0x07 0x05 0x1F 0x20 0x40 0x20 0x1F",0xFF,
"from",0x31,0x0C,0xF3,"0x7D 0x01 0x02 0x2D 0x2B 0x07 0x04 0x7F 0x40 0x40 0x40",0x8A,
"from",0x31,0x0D,0xF2,"0x7E 0x01 0x02 0x32 0x2B 0x07 0x05 0x7F 0x04 0x08 0x10 0x7F",0xB4,
"from",0x31,0x0D,0xF2,"0x7F 0x01 0x02 0x38 0x2B 0x07 0x05 0x7E 0x09 0x09 0x09 0x7E",0xAA,
"from",0x39,0x08,0xF7,"0x80 0x01 0x02 0x25 0x29 0x0C 0x01",0x44,
"from",0x39,0x08,0xF7,"0x81 0x01 0x00 0x1B 0x2E 0x01 0x0A",0x78,
"from",0x31,0x10,0xEF,"0x82 0x01 0x01 0x13 0x2C 0x05 0x08 0x0E 0x1F 0x1F 0x1F 0x0E 0x04 0x04 0x04",0x65,
"from",0x31,0x4E,0xB1,"0x83 0x01 0x01 0x14 0x0C 0x38 0x0A 0x00 0x00 0x00 0xFF 0x00 0x00 0x00 0x00 0x00 0xFC 0x00 0x3F 0x00 0x00 0x00 0xC0 0x03 0x00 0xC0 0x03 0x00 0x00 0x38 0x00 0x00 0x00 0x1C 0x00 0x00 0x06 0x00 0x00 0x00 0x60 0x00 0x80 0x01 0x00 0x00 0x00 0x80 0x01 0x60 0x00 0x00 0x00 0x00 0x00 0x06 0x18 0x00 0x00 0x00 0x00 0x00 0x18 0x06 0x00 0x00 0x00 0x00 0x00 0x60 0x01 0x00 0x00 0x00 0x00 0x00 0x80",0x98,
"from",0x39,0x08,0xF7,"0x84 0x01 0x02 0x26 0x36 0x0C 0x1C",0x41,
"from",0x31,0x0D,0xF2,"0x85 0x01 0x00 0x27 0x38 0x07 0x05 0x7F 0x41 0x41 0x41 0x3E",0x57,
"from",0x31,0x0C,0xF3,"0x86 0x01 0x00 0x2D 0x38 0x07 0x04 0x7F 0x49 0x49 0x41",0x61,
"from",0x31,0x0D,0xF2,"0x87 0x01 0x00 0x32 0x38 0x07 0x05 0x1F 0x20 0x40 0x20 0x1F",0x00,
"from",0x31,0x0B,0xF4,"0x88 0x01 0x00 0x38 0x38 0x07 0x03 0x41 0x7F 0x41",0x3C,
"from",0x31,0x0D,0xF2,"0x89 0x01 0x00 0x3C 0x38 0x07 0x05 0x7F 0x04 0x08 0x10 0x7F",0x5C,
"from",0x39,0x08,0xF7,"0x8A 0x01 0x02 0x25 0x36 0x0C 0x01",0x51,
"from",0x39,0x08,0xF7,"0x8B 0x01 0x02 0x1B 0x3B 0x01 0x0B",0x64,
"from",0x39,0x08,0xF7,"0x8C 0x01 0x02 0x16 0x39 0x05 0x05",0x66,
"from",0x39,0x08,0xF7,"0x8D 0x01 0x00 0x1F 0x0C 0x01 0x05",0x5D,
"from",0x39,0x08,0xF7,"0x8E 0x01 0x02 0x1F 0x43 0x01 0x05",0x13,
"from",0x39,0x08,0xF7,"0x8F 0x01 0x00 0x1F 0x41 0x01 0x05",0x12,
"from",0x39,0x08,0xF7,"0x90 0x01 0x00 0x20 0x42 0x01 0x03",0x37,
"from",0x39,0x08,0xF7,"0x91 0x01 0x00 0x21 0x43 0x01 0x01",0x34,
"to",0x0A,0x06,0xF9,"0x63 0x02 0x00 0xA8 0x5C",0x60,
"from",0x0D,0x02,0xFD,"0x63",0x91,
"from",0x31,0x4E,0xB1,"0x92 0x01 0x01 0x14 0x0C 0x38 0x0A 0x00 0x00 0x00 0xFF 0x00 0x00 0x00 0x00 0x00 0xFC 0x00 0x3F 0x00 0x00 0x00 0xC0 0x03 0x00 0xC0 0x03 0x00 0x00 0x38 0x00 0x00 0x00 0x1C 0x00 0x00 0x06 0x00 0x00 0x00 0x60 0x00 0x80 0x01 0x00 0x00 0x00 0x80 0x01 0x60 0x00 0x00 0x00 0x00 0x00 0x06 0x18 0x00 0x00 0x00 0x00 0x00 0x18 0x06 0x00 0x00 0x00 0x00 0x00 0x60 0x01 0x00 0x00 0x00 0x00 0x00 0x80",0x89,
"from",0x3D,0x02,0xFD,"0x93",0x51,
"from",0x3D,0x02,0xFD,"0x94",0x56,
"to",0x0A,0x06,0xF9,"0x64 0x02 0x02 0x92 0x86",0x85,
"from",0x0D,0x02,0xFD,"0x64",0x96,
"to",0x0A,0x06,0xF9,"0x65 0x02 0x00 0xEB 0x94",0xED,
"from",0x0D,0x02,0xFD,"0x65",0x97,
"from",0x3D,0x02,0xFD,"0x95",0x57,
"from",0x07,0x02,0xFD,"0x96",0x6E,
"to",0x0A,0x06,0xF9,"0x66 0x02 0x00 0x0A 0x95",0x0E,
"from",0x0D,0x02,0xFD,"0x66",0x94,
"to",0x08,0x02,0xFD,"0x67",0x90,
"from",0x0D,0x02,0xFD,"0x67",0x95,
"to",0x0A,0x06,0xF9,"0x68 0x02 0x00 0x0F 0x96",0x06,
"from",0x0D,0x02,0xFD,"0x68",0x9A,
"from",0x3D,0x02,0xFD,"0x97",0x55,
"from",0x3D,0x02,0xFD,"0x98",0x5A,
"to",0x0A,0x06,0xF9,"0x69 0x02 0x00 0x0F 0x98",0x09,
"from",0x0D,0x02,0xFD,"0x69",0x9B,
"from",0x3F,0x03,0xFC,"0x99 0x00",0x59,
"from",0x53,0x03,0xFC,"0x9A 0x01",0x37,
"to",0x52,0x04,0xFB,"0x6A 0x01 0x39",0xFF,
"from",0x0D,0x02,0xFD,"0x6A",0x98,
"to",0x0A,0x06,0xF9,"0x6B 0x02 0x00 0x16 0x9A",0x10,
"from",0x0D,0x02,0xFD,"0x6B",0x99,
"from",0x55,0x04,0xFB,"0x9B 0x0A 0x3C",0x07,
"to",0x0A,0x06,0xF9,"0x6C 0x02 0x00 0x0C 0x9B",0x0C,
"from",0x0D,0x02,0xFD,"0x6C",0x9E,
"from",0x3D,0x02,0xFD,"0x9C",0x5E,
"from",0x3D,0x02,0xFD,"0x9D",0x5F,
"to",0x0A,0x06,0xF9,"0x6D 0x02 0x00 0x0F 0x9D",0x08,
"from",0x0D,0x02,0xFD,"0x6D",0x9F,
